review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
96,4,생각보다 얇아요..색은 동일하구요..매장이랑 온라인과 차이를 느낄수있네요,odiu****,19.09.13.,1,장롱/붙박이장,침실가구
,,,,,,,
97,5,"진짜 이쁘네요 깔끔하고~
다른곳보다 정말 싸게 했고요
한샘꺼보고 헐씬 이쁘고 고급스러워요",hhoo****,19.08.09.,1,장롱/붙박이장,침실가구
,,,,,,,
98,3,설치하고 냄새가 일주일 갔습니다.,phal****,19.09.08.,1,장롱/붙박이장,침실가구
,,,,,,,
99,3,냄새가 좀 나고  목재 두껭가 얇음,phal****,19.08.27.,1,장롱/붙박이장,침실가구
,,,,,,,
100,5,우선 상담실장님부터 설치팀장님까지 다들 너무너무 친절하세요~그래서 예전에 싱크대설치후 다시 리바트에서 붙박이장 설치결정 ㅋㅋ다 해놓고도 맘에 들어요,10tn****,19.07.08.,1,장롱/붙박이장,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"두개 설치하는데 세시간 채 안걸렸던 같고
현장에서 옷봉의 위치를 바꿀 수 있느냐 요청드렸더니 약간의 추가비용은 발생했지만 대칭으로 깔끔하게 작업해 주셨습니다.
문 안쪽면 청소까지...
실제로 보는 것이 훨씬 더 예뻐요.
정리가 깔끔하니 봄햇살처럼 기분도 개운합니다!!!",rhee****,21.04.06.,2,장롱/붙박이장,침실가구
,,,,,,,
2,2,"배송 두달 걸림. 문의 글만 4번 올리고 나중에 포기할때쯤 받은점 
요즘같은 시기에 배송기사님 마스크 안 쓰시고 시공하신점 (써달라고 부탁했음)  합리적인 가격인점
감안해서 2점입니다.
상품 자체는 화면과 같고 수납 좋아요!
하지만 자재 하나씩 조립 해주시는 거라 먼지 및 잔여물 많이 남아요. 이건 치우면 되니까 괜찮지만 생각 외로 청소할게 많았다는 점!
상품의 질도 질이지만 받기까지의 과정이 너무 지치고 힘들었어요. 돈 더 주고 다른거 살걸 이란 생각 백번은 했어요~ 참고하세요.",adso****,21.04.06.,2,장롱/붙박이장,침실가구
,,,,,,,
3,5,"아침 8시 10분쯤 설치가사님이 오셔서 9시 30분 정도까지 깔끔하게 작업해 주고 가셨어요. 여유공간이 5cm 정도 부족했는데 대각선으로 작업하시는 것 같더라고요. 제가 괜찮다고 하는데도 저희집 장판을 저보다 더 걱정하시면서 꼼꼼하게 살펴주셨어요. 마지막에 보이지도 않는 약간의 자국이 있다고 일부러 차에 가서 얼룩제거제 같은 거 가지고 오셔서 깨끗하게 해 주시더라구요. 정말 감사드립니다!
옷장은 문이 열리는 곳까지 정확하게 들어가서 흡족하구요. 색상이 은은한 펄이 있는 아이보리인데 깔끔하고 예뻐요. 1800 사이즈는 생각보다 커서 옷이 다 들어가고도 남더라구요. 위 아래 선반 부분도 깊어서 옷을 접어서 많이 넣을 수 있어요. 작년부터 고민하다 행거 치우고 옷장 구입한 건데 마음에 들어요. 문도 소리나지 않게 잘 닫히고 아주 튼튼하네요.
적극 추천합니다!",mang****,21.02.26.,2,장롱/붙박이장,침실가구
,,,,,,,
4,4,맘에 드는데 배송은 졸라 느려요. 배송을 참을수 있으면 추천합니다.,aero****,21.03.26.,2,장롱/붙박이장,침실가구
,,,,,,,
5,5,"오랜기다림끝에 물건을받았습니다
기사님 친절하게 무거운짐 들고 오르셨습니다
끝까지마무리 잘해주시구 인증사진도보내주셨습니다.
이사하고 마지막으로들어온 장이라 공간도 여유롭지못하구 좁은공간설치하시느라 고생하셨네오~한달만에 물건을받아서 배송지연 상품제작재고현황등 여러가지사정상 ㅠ 그래도슬라이드장보니 기분이좋아졌네요~옷정리 끝",cks0****,21.03.10.,2,장롱/붙박이장,침실가구
,,,,,,,
6,3,"실물보다 사진이 더 이뻐요 ㅋㅋ
12월 23일에 주문하고 1월 25일에 받았어요. 
12월 31일에 문자와서 1월 25일에 설치 예정 안내받았네요. 사진이 너무 맘에 들어서 오래 걸려도 기다린건데 실물은.. 음.. 제 기대가 너무 컸나봐요. 빠른 시간 안에 온다면 몰라도 한달이나 기다려서 받을 품질은 아닌 듯 하네요. 설치 후 냄새가 너무 심해서 오전에 설치 후 닦고 오후내내 창문을 열어서 환기시켰는데도 그 판자냄새라고 해야 하나요? 좋은 나무 냄새 아니고 싸구려 가구에서 나는 냄새가 너무 심해서 이 겨울에 낮엔 창문을 열고 밤엔 공기청정기 풀 가동이네요 ㅋㅋㅋ 기존에 다른 슬라이드장을 이용하고 있었기에 비교가 되는데 이건 문 열때마다 진짜 부자연스럽게 열리고 닫혀요 ㅎ 제 엄지 손가락이 들어갈 정도로 문 사이의 틈도 엄청 크고요 ㅋ 뭐 사고 이렇게 당황스럽긴 처음이네요 ㅎㅎ
요약: 주문하고 받기까지 한달넘게 걸리고 냄새 심하고  상품 질 떨어짐.",saeb****,21.01.27.,2,장롱/붙박이장,침실가구
,,,,,,,
7,4,가구는 마음에 들지만 3월1일 주문하고 3월31일에 설치해주셨어요 너무 오래걸려서 5점 못드리고 4점 입니다,sopr****,21.03.31.,2,장롱/붙박이장,침실가구
,,,,,,,
8,3,"일단 배송이 느린점 별로입니다.
그리고 넉다운 제품은 다 그런지 모르겠으나 뒷쪽 벽에 붙이는 합판은 굉장히 얇네요..누르면 푹푹 들어갑니다..
그리고 개인적인 생각입니다만. 벽에 딱 달라붙게 만들어진 제품이라고 하는데..그 흔한 통풍되는 포인트가 없네요..
결로 심한 집에서는 곰팡이랑 같이 살 거 감안 어느정도 해야할지도 모르겠네요.
상품은 이쁘고 많이 들어가서 좋긴합니다. 
수고하세요~",zkvl****,21.03.25.,2,장롱/붙박이장,침실가구
,,,,,,,
9,5,"한달 정도 생각하고 가다렸는데 20일 정도 걸렸어요 설 연휴도 끼었는데 생각보다 빨랐어요
물론 안달은 났지만 참고 기다린 보람이 있어요
배송기사님 친절하셨고요 설치는 1시간 반 조금 안 걸렸습니다
문이 살짝 뻑뻑한데 불편한 정도는 아니고요
수납 넉넉해서 옷정리 깔끔하게 됐어요",ruru****,21.03.08.,2,장롱/붙박이장,침실가구
,,,,,,,
10,5,"배송일은 수도권이라서 그런지 주말 제외 10일 걸렸어요. 생각보다 빨리 온것 같아요^-^! 기사님도 꼼꼼한 설치는 물론 설명까지 잘해주셨답니다~ 
깔끔한 무지 디자인  양쪽이 다른 실용적인 수납공간이 마음에 들어요~! 아쉬운 점은 화면상은 베이지색으로 보이는데 실제로 화이트와 아이보리 중간 색이어서 애매한 감이 있어요. 열고 닫는 미닫이 부분은 은색 스틸인데 장과 동일한 색상이면 더 깔끔해보였을 것 같구요. 홈페이지 설명엔 스틸이라 적혀있지만 사진은 그렇지 않아서 구매하시는 분들은 참고하셔야겠어요~!",cali****,21.02.01.,2,장롱/붙박이장,침실가구
,,,,,,,
11,3,"장점-디자인 너무 예뻐요
단점-배송오래걸려요 거의 20일정도 기다린듯 해요 
기사님 오셔서 조립해요 잘라진 나무토막들 들고 와서 설치할 공간에서 일일히 다 조립하고 일으켜세워요  그래서 설치공간이 방하나가 필요해요 두통 주문했는데 2시간반?정도 조립하고 가셨어요 설치한자리에서 이동은 불가래요 이사갈때도 전부 분리해서 나가야한데요 
냄새가 오래 가네요 열흘정도 됐는데 환기 매일시켜도 냄새가 아직 안빠져요 
서랍수납공간이 있었으면 좋았을텐데 없어요 아쉬워요",eunh****,21.02.15.,2,장롱/붙박이장,침실가구
,,,,,,,
12,5,뷰티갤러리 슬라이딩 싱글장 2번째 구매입니다.  역시나  배송기사님 너무친절하시고 원하는곳에 흠짐없이 잘 설치해 주셨어요.   다만  상품이 잘못와서 ㅜㅜ 다시  기다려야하지만 에넥스본사측과도 빠른 연락되어 당분간은 설치받은제품쓰며 기다릴 생각입니다.  긴 수납장을 이불장으로 쓰기위해 선반위치 조절했는데  이불을 3칸으로 나눠서 수납할 수 있어 정말 좋아요ㅎ,ppii****,21.02.24.,2,장롱/붙박이장,침실가구
,,,,,,,
13,5,생각보다 색상이 연해서 너무 맘에들고 공간도 충분하네요 짱입니다^^,ijkl****,21.03.19.,2,장롱/붙박이장,침실가구
,,,,,,,
14,5,"한달사용 리뷰??
미닫이라서 문을 여닫을 때 공간을 차지 하지 않는게 큰 장점. 부드럽게 슬라이딩되면서 잘 열리구요  양쪽이 다른 수납 형태라 효율적입니다. 불만족스러운 부분없이 잘 쓰고 있어요.",cali****,21.03.08.,2,장롱/붙박이장,침실가구
,,,,,,,
15,5,디자인이 예쁩니다. 수납공간도 넓구요 문을 잘 닫지 않으면 옷이 살짝 나오기도 하네요.,fjoy****,21.03.13.,2,장롱/붙박이장,침실가구
,,,,,,,
16,3,"1월 11일에 구매하고 2월 9일에 받았습니다 상품이 너무 안와서 고객센터 연락해보니 워낙 인기상품이라 한참 기다려야 한다고...
가격이 저렴하니 뭐 참아야겠죠..
거의 잊고 지내다 도착했습니다 
설치시간은 1시간 15분 정도 걸렸구요
가격이 저렴이라 그런지 손잡이 부분이나 안쪽 선반은 재질이 좋아보이진 않아요 
그냥 싼맛에 써야겠지요 ㅠ",jare****,21.02.13.,2,장롱/붙박이장,침실가구
,,,,,,,
17,3,배송은 최악이지만 저렴한가격에 쓸만합니다,jare****,21.03.24.,2,장롱/붙박이장,침실가구
,,,,,,,
18,5,저는 너무 마음에 듭니다. 얇고 슬라이딩 도어 큰 소리도 안나고 설치도 잘해주시구^^ 다만 이사강때 어떻게 붕해해가지거 갈지만 걱정이네요 ㅠㅠ 예쁘고 마음에 들어요??,tnwl****,21.03.04.,2,장롱/붙박이장,침실가구
,,,,,,,
19,5,"슬라이딩 방식이라 공간 차지를 안해서 좋아요
설치기사님이 친절하게 잘 해주고 가셨어요
방이 깔끔해졌습니다",oz08****,21.03.05.,2,장롱/붙박이장,침실가구
,,,,,,,
20,2,한달이 지났는데도 냄새가 너무 지독해서 지금도 밤에 방문을 닫아 놓았다가 아침에 열면 본드인지 나무에서 나는 냄새인지 판자냄새 같은 그 냄새가 나네요. 잠을 자는 방에 놓지 않은게 다행이예요.,saeb****,21.03.18.,2,장롱/붙박이장,침실가구
,,,,,,,
21,4,잘 받았습니다. 품질도 나쁘지 않아서 좋아요.,poii****,21.03.06.,2,장롱/붙박이장,침실가구
,,,,,,,
22,5,사진그대로네요.냄새도많이안나고 괜찬아요.,refr****,21.04.01.,2,장롱/붙박이장,침실가구
,,,,,,,
23,5,주문후 한달 뒤에 받았습니다. 기사님 친절하시구요. 제품 맘에 듭니다. 수고하세요,dryw****,21.03.22.,2,장롱/붙박이장,침실가구
,,,,,,,
24,5,"오래된 아파트에 바닥수평이 잘 안맞는데도 기사님께서 정말 꼼꼼히 설치해주셨어요~!
디자인도 예쁘고 문 열고 닫을 때도 부드럽네요
오랫동안 검색하다 주문한 건데 너무 맘에 들어요~",yang****,21.02.20.,2,장롱/붙박이장,침실가구
,,,,,,,
25,5,"기존 화이트톤으로 생각했는데  와잎 추천으로 하게된 갤러리. 제 입장으로는 강추 합니다.~
수납 공간도 넉넉하고  이쁘네요~키높이 장이라  여유있게 사용할 수 있네요~너무 마음에 들어요~",itgy****,21.02.03.,2,장롱/붙박이장,침실가구
,,,,,,,
26,5,선물로 준건데 사진보다 훨씬 고급스럽고 예뻐서 깜짝 놀랬음,heyy****,21.03.25.,2,장롱/붙박이장,침실가구
,,,,,,,
27,5,"배송기간이 오래걸리긴 했지만
받아보니 만족스럽네요 역시 인기제품이라그런지 깔끔해요^^ 아이방에 넣어주려고샀는데 오래오래 잘써야겠어요~~^^",tndn****,21.02.21.,2,장롱/붙박이장,침실가구
,,,,,,,
28,5,설치 기사님이 썩 친절하진 않군요. 서둘러 작업하고 가셔야 하는지 목소리를 높이시네요. 이런 분은 처음 봤습니다. 제품은 만족합니다.,bigh****,21.02.14.,2,장롱/붙박이장,침실가구
,,,,,,,
29,5,잘쓰고잇습니다 ㅎㅎㅎ,hysp****,21.03.09.,2,장롱/붙박이장,침실가구
,,,,,,,
30,5,잘 사용하고 있습니다,yang****,21.03.25.,2,장롱/붙박이장,침실가구
,,,,,,,
31,5,깔끔하니 사진과 같아요. 공간이 더 있으면 추가 구매 하고 싶네요.,naju****,21.02.20.,2,장롱/붙박이장,침실가구
,,,,,,,
32,5,이뻐요. 수납공간도 넉넉하고.,nsuz****,21.03.15.,2,장롱/붙박이장,침실가구
,,,,,,,
33,4,슬라이딩할때도 쾅 안닫혀서 안전하고좋아요,zzzz****,21.02.22.,2,장롱/붙박이장,침실가구
,,,,,,,
34,5,공간이 좁아 설치가 힘들었는데도 잘 해 주셔서 너무 좋았습니다. 불평도 좀 하시고 뭐 추가 비용도 드는데 하시면서도 돈도 안받고 다 잘 작업해 주셨어요. 공간이 좁아서 뒷 판이 좀 갈라지고 깨지긴 했지만 스티커로 바르면 된다고 하시면서 마무리 잘해 주셨네요,yeli****,21.01.26.,2,장롱/붙박이장,침실가구
,,,,,,,
35,5,잘사용하고있어요! 수납넉넉하고 튼튼해요,soyo****,21.02.15.,2,장롱/붙박이장,침실가구
,,,,,,,
36,5,"넘 괜찮아요~
기사님도 너무 친절하게 조립 해주셨구요
강추 합니다!",jdj5****,21.02.26.,2,장롱/붙박이장,침실가구
,,,,,,,
37,4,1달만에 받은거 같아요. 배송 느린거빼면 다른건 괜찮아요. 설치기사님도 친절하셨고요. 수납은 뭐 충분합니다.,biju****,21.01.30.,2,장롱/붙박이장,침실가구
,,,,,,,
38,5,잘쓰고있습니다 근데 문이 살짝 뻑뻑스,0ooe****,21.02.12.,2,장롱/붙박이장,침실가구
,,,,,,,
39,4,생각보다 배송 오래 걸렸지만 디자인 너무 예뻐요 아주 대만족했어요!,loll****,21.02.01.,2,장롱/붙박이장,침실가구
,,,,,,,
40,5,잘쓰고 있어요  ㅎㅎ,hysp****,21.02.16.,2,장롱/붙박이장,침실가구
,,,,,,,
41,5,조은데 문이 조금불편해요 뭔가 탁탁자꾸 걸리고.. 문이 완전부드럽게 열리고 닫히진안네요..ㅠㅠ 그래도 디자인은 정말예뻐요,durh****,21.01.21.,2,장롱/붙박이장,침실가구
,,,,,,,
42,5,"상품만족도 5/5
서비스 만족도 2/5

제품 자체는 만족스럽습니다. 
실물을 본 것이 아니였기에  브랜드를 믿고 구매하는 것도 없지 않아 있었습니다.
기사님이 꼼꼼하게 설치도 해주셨구요.
슬라이딩도 적당히 무게감 있게 움직이고  외관도 정말 이쁘네요. 
옷장 내부도 정말 넓어서 실용성도 매우 좋은 것 같습니다.
가구를 한번 사면 오래 사용하는데  이번에도 오래 쓸 것 같네요.

다만  서비스 측면에서 정말 불만족스러웠습니다.
제품을 구매하고 일주일 뒤에 배송날짜를 잡아주셨고  정확한 배송시간은 배송일 전날에 연락을 주신다고 하셨어요.
그래서 전날 오후 6시까지 연락을 기다렸는데  연락이 따로 없으시더라구요. 
제가 직접 전화하니 그때야 시간을 말씀해주셨습니다.
바쁘신건 알겠지만  배송관련 서비스는 정말 별로였습니다. 

제품을 받기까지 기분이 썩 좋지는 않았지만  좋은 상품을 구매한 것 같습니다.",pink****,20.12.12.,2,장롱/붙박이장,침실가구
,,,,,,,
43,5,"이사 날짜에 맞춰서 깔끔하게 해주셨네요^^
이삿짐 싣고 새집에 가보니  깔끔하게 설치 끝내놓고 가셨어요. 원래는 날짜 맞추기 힘들다고 하셨었는데  날짜까지 맞춰서 해주셔서 너무 감사해요^0^",spqk****,21.01.19.,2,장롱/붙박이장,침실가구
,,,,,,,
44,4,"주문일로부터 3주 걸려서 받았어요. 
설치는 잘 해주셨고  통 자체의 색도 도어 색상과 비슷한 줄 알았는데  전형적인 MDF에 코팅지 색이라  이 부분이 아쉬워요. 크흠. 
(사진만 보고는 이런줄 모름..)",love****,20.12.29.,2,장롱/붙박이장,침실가구
,,,,,,,
45,4,딸아이가 사용하려고 주문했는데 기사님께서 열심히 설치해주시고 친절하게 설명까지 해주셨네요.,yooa****,21.01.21.,2,장롱/붙박이장,침실가구
,,,,,,,
46,5,아주좋아요 좋음요요,ssh1****,21.01.27.,2,장롱/붙박이장,침실가구
,,,,,,,
47,5,깔끔하고 정리가 잘돼요,sjkf****,21.02.16.,2,장롱/붙박이장,침실가구
,,,,,,,
48,3,슬라이딩이라서 그 레일공강까지600이라서 아에내부가 적다고 부모님께서 그러시네요~ 그거빼곤 다 괜찮아요,zzzz****,21.01.11.,2,장롱/붙박이장,침실가구
,,,,,,,
49,4,문과문 사이가 틈이 너무 심해요. 그래서 4점 드렸어요. 다른건 거의 만족입니다.,kimh****,21.01.12.,2,장롱/붙박이장,침실가구
,,,,,,,
50,5,만족합니다 다만 나뭇가루가 조금떨어짐,mics****,21.01.19.,2,장롱/붙박이장,침실가구
,,,,,,,
51,3,"생각보다 배송이 너무 늦었고  마감이 별로네요   안에 선반? 같은게 뒷 합판하고 사이가 벌어지고
문여닫힘이 좀 부자연스럽네요   가격대비 쓸만합다 ",hhj0****,21.01.22.,2,장롱/붙박이장,침실가구
,,,,,,,
52,3,"앞면 색상은 보인데로인데
옆면 마감은 왜이리 70 년대인지?",ygho****,21.02.04.,2,장롱/붙박이장,침실가구
,,,,,,,
53,4,문도 잘 닫히고 좋아요~~~~~,shy3****,21.02.10.,2,장롱/붙박이장,침실가구
,,,,,,,
54,5,후기 보고 색 때문에 고민 많이했는데 걱정한거보다 훨씬 예뻐서 만족스럽습니다. 나무결 무늬가 있다는 후기를 봤는데 다른 상품인건지 디자인이 살짝 바뀐건지 모르겠지만  제가 받아본 옷장은 따로 무늬 없는 아이보리 빛이었어요! 열을 때 힘을 꽤나 많아 줘야 하지만 닫을 때는 쾅 닫히는게 없어서 좋아요. 생각보다 높아서 놀랐답니다. 키가 작으신 분들은 옷 거실 때 힘들거 같아요. 내구도는 더 써봐야 알겠지만 디자인은 아주 만족스럽습니다!,li33****,20.11.26.,2,장롱/붙박이장,침실가구
,,,,,,,
55,4,미닫이문이라 몸체가 흔들려서 좀 불편해요. 그 외에는 깔끔하고 수납도 많이 되서 좋아요~,silb****,20.12.28.,2,장롱/붙박이장,침실가구
,,,,,,,
56,5,어머니께서 필요하시다고 하셔서 주문했는데 아주 좋아하세요.,thdd****,21.01.27.,2,장롱/붙박이장,침실가구
,,,,,,,
57,5,"기사님 너무 친절하시고 제품이 생각보다 고급스러워보였어요.
담에 또 주문하고 싶네요",ymh1****,21.01.18.,2,장롱/붙박이장,침실가구
,,,,,,,
58,4,"1800~1500고민중~1500으로결정~
울집엔 딱 좋은싸이즈~방이 조금더 컷더라면
더 큰거사는게 훨 좋을듯하네여~",tak8****,21.01.23.,2,장롱/붙박이장,침실가구
,,,,,,,
59,5,이사하면서 필요했는데 이쁘네요 인기가 좋아서 배송이 약간느린데 최대한 저희 사정에 맞춰 입고해주셨네요 감사합니다.,fifa****,21.01.10.,2,장롱/붙박이장,침실가구
,,,,,,,
60,5,생각보다 넓은 수납공간과 고급스러운 디자인에 흡족합니다.,ash2****,21.01.16.,2,장롱/붙박이장,침실가구
,,,,,,,
61,5,기대보다 더 좋은거같이요. 당일 방문전 연락 주셨고 얘기한 도착해서 설치 잘 해주셨어요. 궁금한거 물어보면 설명도 친절히 해주셨어요! 수납도 생각보다 넉넉하고 맘에들어요!,soyo****,20.12.11.,2,장롱/붙박이장,침실가구
,,,,,,,
62,1,"제품은 만족합니다 
그런데 설치업체와 as는 빵점이네요
자기들 시간 맞추어 as한다는 업체는 감감 무소식이고 .. 본사에서는 알고 있는지 모르는지 확인도 안하고.. 열 받아서 반품하고 싶네요",love****,20.12.27.,2,장롱/붙박이장,침실가구
,,,,,,,
63,5,꼼꼼하게 설치 잘해주셨어요,shee****,21.01.16.,2,장롱/붙박이장,침실가구
,,,,,,,
64,4,문이 살짝 매끄럽지 못한감이 있지만 배송기사님이 오셔서 아주 열심히 깔끔한 뒷처리와 함께 설치해주시고 가셨어요.,iubi****,20.12.13.,2,장롱/붙박이장,침실가구
,,,,,,,
65,5,"일단 제품자체가 견고합니다. 높아서그런지 수납공간도 너무좋았고 깊이도 딱좋았습니다. 무엇보다 배달기사님 디테일하고 세심한설치 너무 감사드립니다. 문열림닫힘 나쁘지않구요. 싸구려느낌 안납니다.
솔직히 가성비 최고같아요.",mimo****,20.11.21.,2,장롱/붙박이장,침실가구
,,,,,,,
66,5,"딱 좋은 사이즈예요
스타일러랑 깊이도 같아서 뭐 튀어나온 느낌도 없고  좋네요",naru****,20.12.15.,2,장롱/붙박이장,침실가구
,,,,,,,
67,4,장안에 작은 서랍장이 있었으면 좋겠고  양쪽문이 만날때 서로 끼는 현상이 있어 조심해야하는게 아쉽네요.. 디자인이나 컬러는 맘에 들어요.^^,up71****,20.11.15.,2,장롱/붙박이장,침실가구
,,,,,,,
68,4,깔끔하고 이뻐요~~~~,shy3****,20.12.30.,2,장롱/붙박이장,침실가구
,,,,,,,
69,5,"튼튼하고 문도 자동제어가 되어 확 닫히지 않아 좋아요
시공해주시는 분도 미리 연락주시고 시간 맞춰서 와주셨네요 설치 잘 해주셨어요 깔끔하고 공간도 넉넉해요 잘 쓸게요",dalk****,20.11.16.,2,장롱/붙박이장,침실가구
,,,,,,,
70,5,제품은 마음에 들지만 배송기사님께서 당일 도착 전에 연락을 안주시고 오셨어요. 그리고 이사때문에 8시반~9시에 와달라고 요청드렸는데 9시 40분에 도착하셨어요. 그게 좀 아쉬웠습니다.,naru****,20.11.12.,2,장롱/붙박이장,침실가구
,,,,,,,
71,5,튼튼하고 화면과 같아요 흠집난 곳 없이 시공 잘 해주셨어요 공간도 넉넉하니 좋네요 잘 쓸게요,dalk****,20.11.16.,2,장롱/붙박이장,침실가구
,,,,,,,
72,5,너무나 깔끔하고 예쁩니다~배송기사분 너무나 친절하세요^^,hyun****,20.11.26.,2,장롱/붙박이장,침실가구
,,,,,,,
73,5,고민끝에 구매 사이즈  적당하고 문 열림 부드럽고 넘 만족해요,tud0****,20.11.24.,2,장롱/붙박이장,침실가구
,,,,,,,
74,5,"정확한 배송일자
제품 퀄리티 모두 다 만족입니다.",shin****,20.11.26.,2,장롱/붙박이장,침실가구
,,,,,,,
75,4,기사님 친절하시고 수납공간도 큽니다,blue****,20.11.18.,2,장롱/붙박이장,침실가구
,,,,,,,
76,5,두번째 구매입니다 좋아요,fnfn****,20.10.30.,2,장롱/붙박이장,침실가구
,,,,,,,
77,5,"장 높이도 높고 색도 맘에 들어요
근데 중간중간 찍힌자국이 있어 약간아쉬워요",hjli****,20.10.15.,2,장롱/붙박이장,침실가구
,,,,,,,
78,5,"수납 넉넉합니다.
너무 잘 사용하고 있습니다!",mang****,20.11.12.,2,장롱/붙박이장,침실가구
,,,,,,,
79,5,디자인  예쁘고 .설치기사님도 친절,dhkd****,20.10.17.,2,장롱/붙박이장,침실가구
,,,,,,,
80,3,"생각보다 높앗어여
색상은 만족",heso****,20.10.19.,2,장롱/붙박이장,침실가구
,,,,,,,
81,4,배송은  괜찮았습니다 주문후 1주일 이내 연락이 왔어요 디자인은 똑같아요 문도 잘 열리고 공간도 좋아요색상이 화면에서는 엔틱한 아이보리라고 생각했는데 실제는 나뭇결이 있는 아이보리고 약간 광택이 있어요 이상하진 않은데 저는 약간 올드한 느낌이었어요,beau****,20.08.28.,2,장롱/붙박이장,침실가구
,,,,,,,
82,5,재질도졸고 설치도빨리햇어요 감사함니다,andr****,20.09.24.,2,장롱/붙박이장,침실가구
,,,,,,,
83,5,"1. 언제 배송될지 일주일전 전달 
2. 배송 및 설치 전 정확한 설치 장소 확인하여 발샹할수 있는 문제 최소화 
3. 친절한 설치기사 
4. 가구품질 좋음 

아쉬운점 
설치할때 바닥이랑 벽이 미세하게 자국이 남 ㅠ (셀프 인테리어 한지 얼마 안되서 맘 아픔ㅠ)  뭐 가구크기  설치자가 나였다면 .. 등등 고려하여 문제 삼지 않음 .",chc2****,20.08.20.,2,장롱/붙박이장,침실가구
,,,,,,,
84,4,공간 실용성 미닫이 다 괜찮음,su1k****,20.10.05.,2,장롱/붙박이장,침실가구
,,,,,,,
85,5,팬트리룸이 없어서 창가에 두고 여러 용도로 잘 사용하고 있어요. 가격대비 꽤 만족하고 잘 사용하고 있습니다. 별점을 뺀 리뷰도 있었는데 마감도 색감도 생각보단 좋습니다. 집들이 때 모두들 예쁘다고 하네요,dohp****,20.08.22.,2,장롱/붙박이장,침실가구
,,,,,,,
86,1,"튼튼하지 않아요 
덜컹거립니다",cms8****,20.09.29.,2,장롱/붙박이장,침실가구
,,,,,,,
87,3,"문열림이 빡빡한감이 있지만
잘쓰고있어요
수납은 좋아요",onon****,20.08.21.,2,장롱/붙박이장,침실가구
,,,,,,,
88,5,생각했던것보다 더 깔끔하고 좋네요 수납도 많이되고 심플하고 완전 화이트가 아니라 조금 베이지?아이보리같은 색이라 더 마음에 듭니당,ghwj****,20.08.22.,2,장롱/붙박이장,침실가구
,,,,,,,
89,5,색감 좋고 디자인 좋고 배송조립 친절합니다.,sool****,20.08.14.,2,장롱/붙박이장,침실가구
,,,,,,,
90,5,고민많이했는데 이쁘네요. 아이들 옷장으로 나온것을 살까하다가 길게보고 이걸로 구매했는데  수납공간도 넉넉하고 좋네요. 열고닫을때 생각보다 허술한 느낌이지만 가격대비 만족합니다. 기사님도 지정배송일에 오셔서 설치 잘 해주셨고 친절하셨어요.,love****,20.08.07.,2,장롱/붙박이장,침실가구
,,,,,,,
91,5,최고...가격대비  넘맘에듬.,dhkd****,20.09.08.,2,장롱/붙박이장,침실가구
,,,,,,,
92,5,"좋아요 선택하길 정말 잘했다고 생각해요
다른 후기처럼 문에 힘을 가하면 안될듯 한거랑 거의 닫힐때쯤 옷이 문에 걸려서 좀 튀어나오는거? 그거 좀 신경쓰면 쵝오~",liet****,20.08.18.,2,장롱/붙박이장,침실가구
,,,,,,,
93,5,상품잘받았습니다 공간 넓구요  이뻐요 번창하세요,anjh****,20.09.03.,2,장롱/붙박이장,침실가구
,,,,,,,
94,3,아직 상품받기전이라  받고  다시쓸께요,yuyu****,20.09.03.,2,장롱/붙박이장,침실가구
,,,,,,,
95,4,높이가 다른장보다 높아서 조아요설치기사님 친절하고요,su1k****,20.08.28.,2,장롱/붙박이장,침실가구
,,,,,,,
96,5,"색상과 디자인 전부 맘에   들어요
배송기사님도 친절 하시구요",mj_1****,20.08.21.,2,장롱/붙박이장,침실가구
,,,,,,,
97,5,정확한 시간에 오셔서 놀랬어요~제품도 마음에 듭니다.,yyyk****,20.07.27.,2,장롱/붙박이장,침실가구
,,,,,,,
98,5,깔끔하고 공간 활용도가  좋아요 문짝을 거꾸로설치 하셔서 재시공 받았지만 만족 합니다,cool****,20.07.26.,2,장롱/붙박이장,침실가구
,,,,,,,
99,5,"수납도 충분하고 너무마음에들어요
배송기사님도 친절하셔서 넘 감사했습니다",hy99****,20.07.27.,2,장롱/붙박이장,침실가구
,,,,,,,
100,5,수납공간도 많고 배송기사님들도 너무 친절해서 좋았어요^^ 옷정리하기 깔끔하고 너무 좋네요,wngu****,20.07.17.,2,장롱/붙박이장,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,3,메인사진만 보고 위아래 두칸짜린줄 알았는데 아니더라구요. 크기 재보고 주문한건데 조립가구라 조립하려면 옷장 크기보다 훨씬 넓은 공간이 필요합니다... 그래서 원하는 곳에 설치는 못했어요....,95yv****,21.04.04.,3,장롱/붙박이장,침실가구
,,,,,,,
2,5,"초딩방 옷장으로 넣었어요~ 
수납 꽤 되구요~ 깨끗하니 맘에 들어요^^
냄새는 아직 좀 나네요.",heey****,21.03.13.,3,장롱/붙박이장,침실가구
,,,,,,,
3,5,설치기사님도친절하고  수납공간도 괜찮습니다.,osj0****,21.03.01.,3,장롱/붙박이장,침실가구
,,,,,,,
